movie_id,title,hero_name
13475,Star Trek,Chris Pine
557,Spider-Man,Tobey Maguire
82702,How to Train Your Dragon 2,Jay Baruchel
205584,Gods of Egypt,Brenton Thwaites
10048,Stealth,Josh Lucas
13183,Watchmen,Malin Åkerman
944,Lethal Weapon 4,Mel Gibson
1927,Hulk,Eric Bana
72559,G.I. Joe: Retaliation,Dwayne Johnson
7364,Sahara,Matthew McConaughey
2114,Final Fantasy: The Spirits Within,Donald Sutherland
1771,Captain America: The First Avenger,Chris Evans
36643,The World Is Not Enough,Pierce Brosnan
8619,Master and Commander: The Far Side of the World,Russell Crowe
50620,The Twilight Saga: Breaking Dawn - Part 2,Kristen Stewart
65759,Happy Feet Two,Elijah Wood
1724,The Incredible Hulk,Edward Norton
267935,The BFG,Ruby Barnhill
281957,The Revenant,Leonardo DiCaprio
77950,Turbo,Ryan Reynolds
44896,Rango,Johnny Depp
270946,Penguins of Madagascar,Tom McGrath
2503,The Bourne Ultimatum,Matt Damon
9502,Kung Fu Panda,Jack Black
102899,Ant-Man,Paul Rudd
101299,The Hunger Games: Catching Fire,Jennifer Lawrence
228161,Home,Jim Parsons
74,War of the Worlds,Tom Cruise
8961,Bad Boys II,Martin Lawrence
417859,Puss in Boots,Antonio Banderas
27576,Salt,Angelina Jolie
86834,Noah,Russell Crowe
17578,The Adventures of Tintin,Jamie Bell
673,Harry Potter and the Prisoner of Azkaban,Daniel Radcliffe
6972,Australia,Nicole Kidman
82700,After Earth,Jaden Smith
10567,Dinosaur,D. B. Sweeney
181533,Night at the Museum: Secret of the Tomb,Ben Stiller
38055,Megamind,Will Ferrell
671,Harry Potter and the Philosopher's Stone,Daniel Radcliffe
49524,R.I.P.D.,Jeff Bridges
22,Pirates of the Caribbean: The Curse of the Black Pearl,Johnny Depp
131631,The Hunger Games: Mockingjay - Part 1,Jennifer Lawrence
591,The Da Vinci Code,Tom Hanks
172385,Rio 2,Jesse Eisenberg
36658,X2,Patrick Stewart
51497,Fast Five,Vin Diesel
58574,Sherlock Holmes: A Game of Shadows,Robert Downey Jr.
18823,Clash of the Titans,Sam Worthington
861,Total Recall,Arnold Schwarzenegger
1911,The 13th Warrior,Antonio Banderas
49040,The Bourne Legacy,Jeremy Renner
415,Batman & Robin,George Clooney
8871,How the Grinch Stole Christmas,Jim Carrey
435,The Day After Tomorrow,Dennis Quaid
955,Mission: Impossible II,Tom Cruise
2133,The Perfect Storm,George Clooney
1979,Fantastic 4: Rise of the Silver Surfer,Ioan Gruffudd
87827,Life of Pi,Suraj Sharma
1250,Ghost Rider,Nicolas Cage
324668,Jason Bourne,Matt Damon
9471,Charlie's Angels: Full Throttle,Cameron Diaz
70981,Prometheus,Noomi Rapace
10996,Stuart Little 2,Michael J. Fox
68724,Elysium,Matt Damon
2789,The Chronicles of Riddick,Vin Diesel
97020,RoboCop,Joel Kinnaman
7459,Speed Racer,Emile Hirsch
42888,How Do You Know,Reese Witherspoon
37834,Knight and Day,Tom Cruise
75612,Oblivion,Tom Cruise
1895,Star Wars: Episode III - Revenge of the Sith,Ewan McGregor
1894,Star Wars: Episode II - Attack of the Clones,Ewan McGregor
585,"Monsters, Inc.",John Goodman
76170,The Wolverine,Hugh Jackman
1893,Star Wars: Episode I - The Phantom Menace,Liam Neeson
49519,The Croods,Nicolas Cage
2395,Asterix at the Olympic Games,Clovis Cornillac
12100,Windtalkers,Nicolas Cage
290595,The Huntsman: Winter's War,Chris Hemsworth
98566,Teenage Mutant Ninja Turtles,Megan Fox
49047,Gravity,Sandra Bullock
9619,Dante's Peak,Pierce Brosnan
308531,Teenage Mutant Ninja Turtles: Out of the Shadows,Megan Fox
166424,Fantastic Four,Miles Teller
1593,Night at the Museum,Ben Stiller
254128,San Andreas,Dwayne Johnson
714,Tomorrow Never Dies,Pierce Brosnan
2024,The Patriot,Mel Gibson
163,Ocean's Twelve,George Clooney
787,Mr. & Mrs. Smith,Angelina Jolie
262500,Insurgent,Shailene Woodley
2567,The Aviator,Leonardo DiCaprio
38745,Gulliver's Travels,Jack Black
40805,The Green Hornet,Seth Rogen
53182,300: Rise of an Empire,Sullivan Stapleton
41513,The Smurfs,Hank Azaria
13700,Home on the Range,Roseanne Barr
262504,Allegiant,Shailene Woodley
39254,Real Steel,Hugh Jackman
77931,The Smurfs 2,Hank Azaria
1639,Speed 2: Cruise Control,Sandra Bullock
80274,Ender's Game,Asa Butterfield
1571,Live Free or Die Hard,Bruce Willis
120,The Lord of the Rings: The Fellowship of the Ring,Elijah Wood
10204,Around the World in 80 Days,Jackie Chan
8489,Ali,Will Smith
10588,The Cat in the Hat,Mike Myers
2048,"I, Robot",Will Smith
1495,Kingdom of Heaven,Orlando Bloom
10137,Stuart Little,Michael J. Fox
10198,The Princess and the Frog,Anika Noni Rose
286217,The Martian,Matt Damon
1635,The Island,Ewan McGregor
24113,Town & Country,Warren Beatty
9679,Gone in Sixty Seconds,Nicolas Cage
98,Gladiator,Russell Crowe
180,Minority Report,Tom Cruise
672,Harry Potter and the Chamber of Secrets,Daniel Radcliffe
36557,Casino Royale,Daniel Craig
869,Planet of the Apes,Mark Wahlberg
280,Terminator 2: Judgment Day,Arnold Schwarzenegger
11322,Public Enemies,Christian Bale
4982,American Gangster,Denzel Washington
36955,True Lies,Arnold Schwarzenegger
18487,The Taking of Pelham 1 2 3,Denzel Washington
39451,Little Fockers,Robert De Niro
27581,The Other Guys,Will Ferrell
9268,Eraser,Arnold Schwarzenegger
68718,Django Unchained,Jamie Foxx
10545,The Hunchback of Notre Dame,Tom Hulce
11688,The Emperor's New Groove,David Spade
76163,The Expendables 2,Sylvester Stallone
2059,National Treasure,Nicolas Cage
2486,Eragon,Ed Speleers
16523,Where the Wild Things Are,Max Records
116711,Epic,Josh Hutcherson
37710,The Tourist,Johnny Depp
9946,End of Days,Arnold Schwarzenegger
1372,Blood Diamond,Leonardo DiCaprio
106646,The Wolf of Wall Street,Leonardo DiCaprio
414,Batman Forever,Val Kilmer
563,Starship Troopers,Casper Van Dien
83542,Cloud Atlas,Tom Hanks
41216,Legend of the Guardians: The Owls of Ga'Hoole,Emily Barclay
314,Catwoman,Halle Berry
184315,Hercules,Dwayne Johnson
9016,Treasure Planet,Joseph Gordon-Levitt
18162,Land of the Lost,Will Ferrell
138103,The Expendables 3,Sylvester Stallone
257088,Point Break,Edgar Ramírez
10214,Son of the Mask,Jamie Kennedy
205775,In the Heart of the Sea,Chris Hemsworth
11692,The Adventures of Pluto Nash,Eddie Murphy
22972,Green Zone,Matt Damon
227973,The Peanuts Movie,Noah Schnapp
29193,The Spanish Prisoner,Steve Martin
1734,The Mummy Returns,Brendan Fraser
3131,Gangs of New York,Leonardo DiCaprio
76758,The Flowers of War,Christian Bale
9408,Surf's Up,Shia LaBeouf
9890,The Stepford Wives,Nicole Kidman
855,Black Hawk Down,Josh Hartnett
77953,The Campaign,Will Ferrell
18,The Fifth Element,Bruce Willis
37786,Sex and the City 2,Sarah Jessica Parker
10501,The Road to El Dorado,Kenneth Branagh
57800,Ice Age: Continental Drift,John Leguizamo
150689,Cinderella,Lily James
7980,The Lovely Bones,Rachel Weisz
12,Finding Nemo,Albert Brooks
122,The Lord of the Rings: The Return of the King,Elijah Wood
121,The Lord of the Rings: The Two Towers,Elijah Wood
68737,Seventh Son,Jeff Bridges
1995,Lara Croft: Tomb Raider,Angelina Jolie
157353,Transcendence,Johnny Depp
331,Jurassic Park III,Sam Neill
61791,Rise of the Planet of the Apes,James Franco
8204,The Spiderwick Chronicles,Freddie Highmore
47964,A Good Day to Die Hard,Bruce Willis
10733,The Alamo,Dennis Quaid
9806,The Incredibles,Craig T. Nelson
1408,Cutthroat Island,Geena Davis
32657,Percy Jackson & the Olympians: The Lightning Thief,Logan Lerman
607,Men in Black,Tommy Lee Jones
863,Toy Story 2,Tom Hanks
44048,Unstoppable,Denzel Washington
5175,Rush Hour 2,Chris Tucker
2655,What Lies Beneath,Harrison Ford
22794,Cloudy with a Chance of Meatballs,Bill Hader
8355,Ice Age: Dawn of the Dinosaurs,Ray Romano
116745,The Secret Life of Walter Mitty,Ben Stiller
4327,Charlie's Angels,Cameron Diaz
1422,The Departed,Leonardo DiCaprio
10674,Mulan,Eddie Murphy
7446,Tropic Thunder,Ben Stiller
65754,The Girl with the Dragon Tattoo,Daniel Craig
1572,Die Hard: With a Vengeance,Bruce Willis
10528,Sherlock Holmes,Robert Downey Jr.
271969,Ben-Hur,Jack Huston
10865,Atlantis: The Lost Empire,Michael J. Fox
258509,Alvin and the Chipmunks: The Road Chip,Jason Lee
2253,Valkyrie,Tom Cruise
10661,You Don't Mess with the Zohan,Adam Sandler
257344,Pixels,Adam Sandler
644,A.I. Artificial Intelligence,Haley Joel Osment
10756,The Haunted Mansion,Eddie Murphy
686,Contact,Jodie Foster
9383,Hollow Man,Kevin Bacon
179,The Interpreter,Nicole Kidman
76285,Percy Jackson: Sea of Monsters,Logan Lerman
1996,Lara Croft Tomb Raider: The Cradle of Life,Angelina Jolie
291805,Now You See Me 2,Jesse Eisenberg
10003,The Saint,Val Kilmer
1535,Spy Game,Robert Redford
2067,Mission to Mars,Gary Sinise
46195,Rio,Jesse Eisenberg
2277,Bicentennial Man,Robin Williams
10357,Volcano,Tommy Lee Jones
4477,The Devil's Own,Harrison Ford
8665,K-19: The Widowmaker,Harrison Ford
9387,Conan the Barbarian,Arnold Schwarzenegger
921,Cinderella Man,Russell Crowe
49852,The Nutcracker: The Untold Story,Elle Fanning
4464,Seabiscuit,Jeff Bridges
664,Twister,Helen Hunt
8358,Cast Away,Tom Hanks
9836,Happy Feet,Elijah Wood
2502,The Bourne Supremacy,Matt Damon
9772,Air Force One,Harrison Ford
161,Ocean's Eleven,George Clooney
52451,The Three Musketeers,Milla Jovovich
76492,Hotel Transylvania,Adam Sandler
4523,Enchanted,Amy Adams
59961,Safe House,Denzel Washington
10481,102 Dalmatians,Glenn Close
59108,Tower Heist,Ben Stiller
1581,The Holiday,Cameron Diaz
9798,Enemy of the State,Will Smith
22897,It's Complicated,Meryl Streep
298,Ocean's Thirteen,George Clooney
7484,Open Season,Martin Lawrence
157350,Divergent,Shailene Woodley
853,Enemy at the Gates,Jude Law
10159,The Rundown,Dwayne Johnson
9593,Last Action Hero,Arnold Schwarzenegger
1904,Memoirs of a Geisha,Zhang Ziyi
9615,The Fast and the Furious: Tokyo Drift,Lucas Black
51052,Arthur Christmas,James McAvoy
297,Meet Joe Black,Brad Pitt
9884,Collateral Damage,Arnold Schwarzenegger
16858,All That Jazz,Roy Scheider
62764,Mirror Mirror,Julia Roberts
22538,Scott Pilgrim vs. the World,Michael Cera
9341,The Core,Aaron Eckhart
12107,Nutty Professor II: The Klumps,Eddie Murphy
9637,Scooby-Doo,Freddie Prinze Jr.
49049,Dredd,Karl Urban
9339,Click,Adam Sandler
16281,Creepshow,Hal Holbrook
39691,Cats & Dogs 2 : The Revenge of Kitty Galore,James Marsden
8247,Jumper,Hayden Christensen
11253,Hellboy II: The Golden Army,Ron Perlman
1949,Zodiac,Jake Gyllenhaal
8452,The 6th Day,Arnold Schwarzenegger
310,Bruce Almighty,Jim Carrey
27578,The Expendables,Sylvester Stallone
954,Mission: Impossible,Tom Cruise
70160,The Hunger Games,Jennifer Lawrence
45243,The Hangover Part II,Bradley Cooper
364,Batman Returns,Michael Keaton
7518,Over the Hedge,Bruce Willis
11544,Lilo & Stitch,Chris Sanders
9986,Charlotte's Web,Julia Roberts
8656,Deep Impact,Robert Duvall
146216,RED 2,Bruce Willis
9291,The Longest Yard,Adam Sandler
55301,Alvin and the Chipmunks: Chipwrecked,Jason Lee
109418,Grown Ups 2,Adam Sandler
11665,Get Smart,Steve Carell
6964,Something's Gotta Give,Jack Nicholson
11324,Shutter Island,Leonardo DiCaprio
12193,Four Christmases,Vince Vaughn
9928,Robots,Robin Williams
754,Face/Off,John Travolta
10202,Bedtime Stories,Adam Sandler
4147,Road to Perdition,Tom Hanks
50546,Just Go with It,Adam Sandler
1701,Con Air,Nicolas Cage
13027,Eagle Eye,Shia LaBeouf
2289,Cold Mountain,Jude Law
20504,The Book of Eli,Denzel Washington
9574,Flubber,Robin Williams
11618,The Haunting,Liam Neeson
2300,Space Jam,Michael Jordan
12096,The Pink Panther,Steve Martin
10200,The Day the Earth Stood Still,Keanu Reeves
8834,Conspiracy Theory,Mel Gibson
228150,Fury,Brad Pitt
6068,Six Days Seven Nights,Harrison Ford
41515,Yogi Bear,Dan Aykroyd
9023,Spirit: Stallion of the Cimarron,Matt Damon
38317,Zookeeper,Kevin James
2157,Lost in Space,Gary Oldman
14462,The Manchurian Candidate,Denzel Washington
161795,Déjà Vu,Stephen Dillane
159824,Hotel Transylvania 2,Adam Sandler
49948,Fantasia 2000,Steve Martin
2135,The Time Machine,Guy Pearce
9822,Mighty Joe Young,Charlize Theron
9705,Swordfish,John Travolta
1656,The Legend of Zorro,Antonio Banderas
12159,What Dreams May Come,Robin Williams
9678,Little Nicky,Adam Sandler
4442,The Brothers Grimm,Heath Ledger
75,Mars Attacks!,Jack Nicholson
330770,Evolution,Max Brebant
9433,The Edge,Alec Baldwin
19959,Surrogates,Bruce Willis
11973,Thirteen Days,Kevin Costner
11228,Daylight,Sylvester Stallone
77951,Walking With Dinosaurs,Charlie Rowe
5491,Battlefield Earth,John Travolta
10715,Looney Tunes: Back in Action,Brendan Fraser
10197,Nine,Judi Dench
9562,Timeline,Paul Walker
9922,The Postman,Kevin Costner
9447,Babe: Pig in the City,James Cromwell
274854,The Last Witch Hunter,Vin Diesel
8870,Red Planet,Val Kilmer
9992,Arthur and the Invisibles,Freddie Highmore
36970,Oceans,Pierce Brosnan
10077,A Sound of Thunder,Heike Makatsch
76649,Pompeii,Kit Harington
293644,Top Cat Begins,Jason Harris
453,A Beautiful Mind,Russell Crowe
8587,The Lion King,Jonathan Taylor Thomas
72545,Journey 2: The Mysterious Island,Dwayne Johnson
109451,Cloudy with a Chance of Meatballs 2,Bill Hader
9533,Red Dragon,Anthony Hopkins
2023,Hidalgo,Viggo Mortensen
71880,Jack and Jill,Adam Sandler
584,2 Fast 2 Furious,Paul Walker
309809,The Little Prince,Jeff Bridges
4858,The Invasion,Nicole Kidman
17711,The Adventures of Rocky & Bullwinkle,Rene Russo
328111,The Secret Life of Pets,Louis C.K.
8698,The League of Extraordinary Gentlemen,Sean Connery
93456,Despicable Me 2,Steve Carell
602,Independence Day,Will Smith
330,The Lost World: Jurassic Park,Jeff Goldblum
953,Madagascar,Ben Stiller
9693,Children of Men,Clive Owen
36657,X-Men,Patrick Stewart
8909,Wanted,Angelina Jolie
9802,The Rock,Sean Connery
950,Ice Age: The Meltdown,Ray Romano
1824,50 First Dates,Adam Sandler
2976,Hairspray,John Travolta
11026,Exorcist: The Beginning,Stellan Skarsgård
332,Inspector Gadget,Matthew Broderick
75656,Now You See Me,Jesse Eisenberg
38365,Grown Ups,Adam Sandler
594,The Terminal,Tom Hanks
15189,Hotel for Dogs,Emma Roberts
11678,Vertical Limit,Chris O'Donnell
6538,Charlie Wilson's War,Tom Hanks
10555,Shark Tale,Will Smith
1125,Dreamgirls,Jamie Foxx
4551,Be Cool,John Travolta
612,Munich,Eric Bana
9567,Tears of the Sun,Bruce Willis
37821,Killers,Katherine Heigl
203801,The Man from U.N.C.L.E.,Henry Cavill
2539,Spanglish,Adam Sandler
9297,Monster House,Ryan Newman
3172,Bandits,Bruce Willis
6520,First Knight,Sean Connery
1439,Anna and the King,Jodie Foster
37958,Immortals,Mickey Rourke
2026,Hostage,Bruce Willis
7450,Titan A.E.,Matt Damon
11375,Hollywood Homicide,Harrison Ford
9425,Soldier,Kurt Russell
25769,Carriers,Lou Taylor Pucci
23685,Monkeybone,Brendan Fraser
11866,Flight of the Phoenix,Dennis Quaid
9741,Unbreakable,Bruce Willis
211672,Minions,Sandra Bullock
23629,Sucker Punch,Emily Browning
8688,Snake Eyes,Nicolas Cage
10153,Sphere,Dustin Hoffman
153518,The Angry Birds Movie,Jason Sudeikis
8676,Fool's Gold,Matthew McConaughey
20829,Funny People,Adam Sandler
4349,The Kingdom,Jamie Foxx
9718,Talladega Nights: The Ballad of Ricky Bobby,Will Ferrell
10808,Dr. Dolittle 2,Eddie Murphy
197,Braveheart,Mel Gibson
25,Jarhead,Jamie Foxx
35,The Simpsons Movie,Dan Castellaneta
11086,The Majestic,Jim Carrey
10477,Driven,Kip Pardue
1997,Two Brothers,Maï Anh Le
6947,The Village,Bryce Dallas Howard
3050,Doctor Dolittle,Eddie Murphy
2675,Signs,Mel Gibson
809,Shrek 2,Mike Myers
920,Cars,Owen Wilson
4806,Runaway Bride,Julia Roberts
7451,xXx,Vin Diesel
228165,The SpongeBob Movie: Sponge Out of Water,Tom Kenny
3595,Ransom,Mel Gibson
16869,Inglourious Basterds,Brad Pitt
879,Hook,Robin Williams
1573,Die Hard 2,Bruce Willis
9257,S.W.A.T.,Samuel L. Jackson
1903,Vanilla Sky,Tom Cruise
9697,Lady in the Water,Paul Giamatti
395,AVP: Alien vs. Predator,Sanaa Lathan
23398,Alvin and the Chipmunks: The Squeakquel,Zachary Levi
10590,We Were Soldiers,Mel Gibson
117263,Olympus Has Fallen,Gerard Butler
200,Star Trek: Insurrection,Patrick Stewart
44943,Battle: Los Angeles,Aaron Eckhart
587,Big Fish,Ewan McGregor
10395,Wolf,Jack Nicholson
57212,War Horse,Tom Hiddleston
152760,The Monuments Men,Matt Damon
2756,The Abyss,Ed Harris
33909,Wall Street: Money Never Sleeps,Michael Douglas
49017,Dracula Untold,Luke Evans
9882,The Siege,Denzel Washington
2270,Stardust,Claire Danes
978,Seven Years in Tibet,Brad Pitt
44564,The Dilemma,Kevin James
3132,Bad Company,Anthony Hopkins
8814,Doom,Dwayne Johnson
8427,I Spy,Eddie Murphy
52520,Underworld: Awakening,Kate Beckinsale
80585,Rock of Ages,Julianne Hough
10592,Hart's War,Bruce Willis
49021,Killer Elite,Jason Statham
11535,Rollerball,Chris Klein
10550,Ballistic: Ecks vs. Sever,Antonio Banderas
11258,Hard Rain,Morgan Freeman
12610,Osmosis Jones,Chris Rock
59981,Legends of Oz: Dorothy's Return,Lea Michele
201088,Blackhat,Chris Hemsworth
5137,Sky Captain and the World of Tomorrow,Jude Law
3093,Basic Instinct 2,Sharon Stone
107846,Escape Plan,Sylvester Stallone
188207,The Legend of Hercules,Kellan Lutz
4614,The Sum of All Fears,Ben Affleck
24021,The Twilight Saga: Eclipse,Kristen Stewart
11371,The Score,Robert De Niro
20352,Despicable Me,Steve Carell
11517,Money Train,Wesley Snipes
214756,Ted 2,Mark Wahlberg
26428,Agora,Rachel Weisz
9824,Mystery Men,Ben Stiller
48988,Hall Pass,Owen Wilson
9008,The Insider,Al Pacino
300673,The Finest Hours,Chris Pine
12113,Body of Lies,Leonardo DiCaprio
38778,Dinner for Schmucks,Steve Carell
72331,Abraham Lincoln: Vampire Hunter,Benjamin Walker
1844,Entrapment,Sean Connery
846,The X Files,David Duchovny
9703,The Last Legion,Colin Firth
857,Saving Private Ryan,Tom Hanks
136797,Need for Speed,Aaron Paul
3981,What Women Want,Helen Hunt
425,Ice Age,Ray Romano
6171,Dreamcatcher,Morgan Freeman
72976,Lincoln,Daniel Day-Lewis
603,The Matrix,Keanu Reeves
568,Apollo 13,Tom Hanks
9021,The Santa Clause 2,Tim Allen
82695,Les Misérables,Hugh Jackman
9489,You've Got Mail,Tom Hanks
12133,Step Brothers,Will Ferrell
9342,The Mask of Zorro,Antonio Banderas
41733,Due Date,Robert Downey Jr.
227306,Unbroken,Jack O'Connell
5551,Space Cowboys,Clint Eastwood
9350,Cliffhanger,Sylvester Stallone
9208,Broken Arrow,John Travolta
4244,The Kid,Bruce Willis
1852,World Trade Center,Nicolas Cage
11820,Mona Lisa Smile,Julia Roberts
76493,The Dictator,Sacha Baron Cohen
345,Eyes Wide Shut,Tom Cruise
196867,Annie,Quvenzhané Wallis
256591,Focus,Will Smith
59962,This Means War,Reese Witherspoon
36648,Blade: Trinity,Wesley Snipes
1880,Red Dawn,Patrick Swayze
9440,Primary Colors,John Travolta
71679,Resident Evil: Retribution,Milla Jovovich
10483,Death Race,Jason Statham
11412,The Long Kiss Goodnight,Geena Davis
11983,Proof of Life,Meg Ryan
6795,Zathura: A Space Adventure,Jonah Bobo
550,Fight Club,Edward Norton
11170,We Are Marshall,Matthew McConaughey
9292,Hudson Hawk,Bruce Willis
10783,Lucky Numbers,John Travolta
100241,"I, Frankenstein",Aaron Eckhart
257,Oliver Twist,Barney Clark
9947,Elektra,Jennifer Garner
189,Sin City: A Dame to Kill For,Mickey Rourke
12618,Random Hearts,Harrison Ford
253412,Everest,Jason Clarke
1427,Perfume: The Story of a Murderer,Ben Whishaw
818,Austin Powers in Goldmember,Mike Myers
16577,Astro Boy,Nicolas Cage
329,Jurassic Park,Sam Neill
12160,Wyatt Earp,Kevin Costner
9331,Clear and Present Danger,Harrison Ford
300168,Dragon Blade,Jackie Chan
